,Unnamed: 0.1,id_folder,dict_additive_factor,dict_multiplication_factor,average_statistic,average_p_value,mean_synergy,mean_not_synergy,dif_mean,description
30,30,30,"{'logFC': 1, 'betweenness': 1, 'pagerank': 1, 'closeness': 1, 'katz': 1, 'eigenvector': 1, 'eigentrust': 1}","{'logFC': 4.421270553611953, 'betweenness': 6.456965154879973, 'pagerank': 5.958533972061072, 'closeness': 6.119662933778332, 'katz': 6.217706973212172, 'eigenvector': 9.89754538971204, 'eigentrust': 3.856261683899447}",0.02924787300551797,8.776116194764285e-08,0.7768061285331753,0.7825907168426744,0.005784588309499128,bayes_7_metrics_alpha_00001
31,31,31,"{'logFC': 1, 'betweenness': 1, 'pagerank': 1, 'closeness': 1, 'katz': 1, 'eigenvector': 1, 'eigentrust': 1}","{'logFC': 6.6674575631940804, 'betweenness': 7.708009878158519, 'pagerank': 2.891566089233556, 'closeness': 7.023096041078661, 'katz': 4.330757781226957, 'eigenvector': 1.5970135098559741, 'eigentrust': 3.3842760189652843}",0.043681535241512415,2.4921815745606868e-20,0.7933107184697235,0.7992631355469288,0.005952417077205396,bayes_7_metrics_alpha_00001
32,32,32,"{'logFC': 1, 'betweenness': 1, 'pagerank': 1, 'closeness': 1, 'katz': 1, 'eigenvector': 1, 'eigentrust': 1}","{'logFC': 6.755147927919461, 'betweenness': 7.7747999836493245, 'pagerank': 5.722032782113603, 'closeness': 1.5988283321870345, 'katz': 2.7409085436099496, 'eigenvector': 8.242791073690109, 'eigentrust': 3.342835887206869}",0.030824431215852557,7.765362495069636e-09,0.7930084869378513,0.7984429089188061,0.005434421980954785,bayes_7_metrics_alpha_00001
33,33,33,"{'logFC': 1, 'betweenness': 1, 'pagerank': 1, 'closeness': 1, 'katz': 1, 'eigenvector': 1, 'eigentrust': 1}","{'logFC': 9.170342672531717, 'betweenness': 9.323271733594156, 'pagerank': 9.387748622771536, 'closeness': 3.369670934383999, 'katz': 7.9496022658892205, 'eigenvector': 7.6155936695980255, 'eigentrust': 1.593649816156214}",0.030634156949088068,2.5282392911455908e-08,0.7715077151203892,0.7772846552289682,0.0057769401085789865,bayes_7_metrics_alpha_00001
34,34,34,"{'logFC': 1, 'betweenness': 1, 'pagerank': 1, 'closeness': 1, 'katz': 1, 'eigenvector': 1, 'eigentrust': 1}","{'logFC': 6.0098786937564075, 'betweenness': 1.1255641567803731, 'pagerank': 9.240457147896471, 'closeness': 3.1092587750927847, 'katz': 9.551585073223716, 'eigenvector': 9.541146886188548, 'eigentrust': 6.551005213014919}",0.025714208051319687,9.832634446581644e-06,0.7850733585649652,0.7893102242456246,0.004236865680659396,bayes_7_metrics_alpha_00001
35,35,35,"{'logFC': 1, 'betweenness': 1, 'pagerank': 1, 'closeness': 1, 'katz': 1, 'eigenvector': 1, 'eigentrust': 1}","{'logFC': 9.335632840358082, 'betweenness': 6.774095880517038, 'pagerank': 9.268600920702454, 'closeness': 4.510069427271216, 'katz': 5.945931293577063, 'eigenvector': 6.438794346279759, 'eigentrust': 5.373916003872187}",0.029478920329446306,3.472294122082105e-08,0.7691817165813125,0.7752327631033533,0.006051046522040804,bayes_7_metrics_alpha_00001
36,36,36,"{'logFC': 1, 'betweenness': 1, 'pagerank': 1, 'closeness': 1, 'katz': 1, 'eigenvector': 1, 'eigentrust': 1}","{'logFC': 5.550959491092071, 'betweenness': 4.5538805163119935, 'pagerank': 1.1937232474677817, 'closeness': 9.669362755966405, 'katz': 2.215712422420582, 'eigenvector': 2.136965674956736, 'eigentrust': 2.5656010001241794}",0.04461931555628044,1.3608055559663847e-18,0.8232235562621131,0.8271920952797939,0.0039685390176807936,bayes_7_metrics_alpha_00001
37,37,37,"{'logFC': 1, 'betweenness': 1, 'pagerank': 1, 'closeness': 1, 'katz': 1, 'eigenvector': 1, 'eigentrust': 1}","{'logFC': 2.178971603298252, 'betweenness': 9.531731900959128, 'pagerank': 8.285416229139239, 'closeness': 8.444039240536593, 'katz': 3.988572169301533, 'eigenvector': 2.5857663001754974, 'eigentrust': 1.1351708266791014}",0.04220011416456005,2.590416980446474e-19,0.7848970143001808,0.7913484316852554,0.006451417385074597,bayes_7_metrics_alpha_00001
38,38,38,"{'logFC': 1, 'betweenness': 1, 'pagerank': 1, 'closeness': 1, 'katz': 1, 'eigenvector': 1, 'eigentrust': 1}","{'logFC': 9.148530868377843, 'betweenness': 4.102629874149641, 'pagerank': 5.138922392351263, 'closeness': 9.460967341000304, 'katz': 8.602610008529997, 'eigenvector': 8.909487859706598, 'eigentrust': 6.238127619523721}",0.026706352442306142,1.0580898332568248e-06,0.7727544994056853,0.7779540645786297,0.005199565172944397,bayes_7_metrics_alpha_00001
39,39,39,"{'logFC': 1, 'betweenness': 1, 'pagerank': 1, 'closeness': 1, 'katz': 1, 'eigenvector': 1, 'eigentrust': 1}","{'logFC': 1.1397994799575215, 'betweenness': 5.917121344183359, 'pagerank': 6.341332673769735, 'closeness': 8.187432320368355, 'katz': 6.391992768812905, 'eigenvector': 5.41228170357935, 'eigentrust': 3.571469665607328}",0.03566283399929327,7.56717583033023e-13,0.7813955168362153,0.78778844280691,0.0063929259706946295,bayes_7_metrics_alpha_00001
