,logFC,betweenness,pagerank,closeness,katz,eigenvector,eigentrust
IMMP1LP1,8.22340320046524,,,,,,
AC011406.2,8.18511257256312,,,,,,
RP11-456P18.2,8.18389358697549,,,,,,
GRPR,8.17497985811611,0.001054603978788866,0.0007676477543510513,0.30559167750325095,0.02241248713997207,0.0011597398390848386,0.00021610700318190076
MKI67,8.16844095279682,1.2605000924511818e-06,0.00021112442946617145,0.2935298526105421,0.0211722626613411,0.008889886719299587,0.00014342090053155474
RPL7AP65,8.16575520604061,,,,,,
RP3-522J7.5,8.1644616121735,,,,,,
RP11-289A15.1,8.16245673504279,,,,,,
OR7E100P,8.15872773594654,,,,,,
TSSK5P,8.1585008411265,,,,,,
RP11-322D14.1,8.157077709072349,,,,,,
EIF2S2P5,8.13868892960206,,,,,,
RP11-451F14.1,8.13548951334401,,,,,,
SMG1P6,8.13262392655519,0.0,0.00011204900276387542,,0.019650458452748296,0.0,0.0
RP11-745A24.1,8.131687220476909,,,,,,
MED28P1,8.12971401533473,,,,,,
MC4R,8.121991638537,0.0005912518341180856,0.0006234691646431312,0.24846690632268978,0.021441899859379155,0.00010074117685765643,0.00016764960141500349
SYNC,8.11865183103185,2.0176580387598883e-05,0.00038467073980188787,0.27357392316647267,0.020848059034828708,0.0014643360714267847,0.0003232661567536632
MN1,8.11858081163207,0.0,0.00011204900276387542,,0.019650458452748296,0.0,0.0
RP11-343C2.10,8.109717415498071,,,,,,
CH17-140K24.5,8.1095513235391,0.0,0.00011204900276387542,,0.019650458452748296,0.0,0.0
RP11-385D13.1,8.1081065011023,0.0,0.00011204900276387542,,0.019650458452748296,0.0,0.0
RP11-989E6.13,8.10776311827788,,,,,,
RP11-101O6.2,8.105527252659,,,,,,
AP004289.2,8.10513407978153,,,,,,
GPR62,8.1045806523207,0.0,0.0002377756814991222,0.20175137362637363,0.019861623176808618,1.4181219482908724e-06,9.593915114922605e-06
TUBB8P1,8.098538250832831,,,,,,
CPED1,8.09086633429607,0.0,0.00011204900276387542,,0.019650458452748296,0.0,0.0
MTND1P9,8.080921679119639,,,,,,
DHFRP1,8.07930357924051,0.0,0.00011204900276387542,,0.019650458452748296,0.0,0.0
PSG1,8.06809511180055,0.002639708242509643,0.001157763589932686,0.23485908454927043,0.02092065610185519,2.979400383828179e-05,0.0005180714162058206
CTD-2375G15.1,8.06716361134078,,,,,,
KCNJ9,8.0646453362205,3.1757381443653086e-05,0.000327798684708106,0.2677147413989519,0.020482740455784815,0.00026228180610833303,0.00015008785849277232
COL4A6,8.060053766173219,8.914010926808228e-05,0.0005926725477236334,0.29055390702274975,0.022125290237380125,0.0006520731077972559,0.000285378322486257
FAM19A3,8.05617742762735,0.0,0.00011204900276387542,,0.019650458452748296,0.0,0.0
ALX4,8.04982894755897,0.0007133652149318546,0.0009793696841808078,0.2908415841584158,0.023502884893281954,0.0015053726942868533,0.00034261659571426987
AC096921.2,8.044844765360661,,,,,,
RP13-672B3.5,8.04427238267387,,,,,,
AL078584.1,8.04325716214279,,,,,,
UBL4B,8.04285978483135,0.001206527240837066,0.0006425116399331105,0.2760808270676692,0.020779364225796414,0.0030190834162886464,0.00020261047852870433
ALPK2,8.040586290646619,0.0,0.00011204900276387542,,0.019650458452748296,0.0,0.0
PITX1,8.03839992656104,0.00010761782921953197,0.0006646282175888545,0.3015139851167565,0.022699574601954504,0.003410646510867118,0.00019545569437520277
CHMP4BP1,8.03412223938511,,,,,,
PSMD10P1,8.02735780081404,,,,,,
RGAG1,8.02050501874638,0.0,0.00011204900276387542,,0.019650458452748296,0.0,0.0
HOXD13,8.014663405451099,0.00043798233350938684,0.0009432256854066453,0.2760159736903923,0.02349707213057992,0.0009548081881340881,0.0004182296555183207
DDIT4L,8.01373713222353,0.0,0.00011204900276387542,,0.019650458452748296,0.0,0.0
RP1-261D10.1,8.00968939543666,,,,,,
POLHP1,8.00172877349588,,,,,,
SLC6A15,7.998958465829929,0.0,0.00011204900276387542,,0.019650458452748296,0.0,0.0
FOXL2,7.996803487043951,0.001115130825642288,0.00098754497080917,0.2969421278746525,0.02283480899076627,0.0014470410625584697,0.00027578440737133437
SHMT1P1,7.99440558159397,,,,,,
CTC-571O20.1,7.99327601468876,,,,,,
LSMEM2,7.988847666540401,0.0,0.00011204900276387542,,0.019650458452748296,0.0,0.0
XXBAC-B562F10.12,7.986148635794031,,,,,,
RP11-395C17.1,7.98146661500968,,,,,,
RPL6P12,7.97216213135649,,,,,,
IVL,7.97034821525595,0.0,0.00011204900276387542,,0.019650458452748296,0.0,0.0
GBX2,7.96852615199999,0.00018447577371565396,0.0007891501968695907,0.289480167528948,0.023003372801298844,0.0015493927344265707,0.00018342264829885918
PPIAL4C,7.96309711418527,0.0,0.00011204900276387542,,0.019650458452748296,0.0,0.0
ATP6V0CP1,7.96076980350395,,,,,,
SEPT14P12,7.95477197797267,,,,,,
MTCYBP32,7.94709698325176,,,,,,
BUB1B,7.936994742740691,0.0027243454198111047,0.0024864621568717184,0.3318271674668173,0.04547842778125722,0.13432237800633923,0.003075906751082643
GATA2,7.93681715548678,0.0038145010183534365,0.0017703052406635193,0.350119189511323,0.02900375701214548,0.017339550834825333,0.0008083280006149195
FZD7,7.93565213462042,0.0002845470952148677,0.0009911412492730734,0.32112599070784364,0.024215808914854,0.003114205745249174,0.0005315679408590166
SLC25A2,7.92714068586311,0.0,0.00011204900276387542,,0.019650458452748296,0.0,0.0
CD177,7.9245490337138,0.0,0.00025534889025636073,0.20929818311364445,0.019854253787403783,3.825575108207114e-06,7.805219076547201e-05
HMGA1P1,7.924258492238179,,,,,,
HSPA8P3,7.92007105911082,,,,,,
HOXC11,7.914162758828139,4.622859167931341e-05,0.0006292749969462345,0.2600708277999115,0.022441355389092622,0.0005404299928466671,0.00034586877032949766
CDC42P5,7.89825796906762,,,,,,
HNRNPA1P36,7.897608628793911,,,,,,
RP11-95J11.1,7.89653965669129,,,,,,
RP11-39E3.5,7.88465795213403,,,,,,
ZIC4,7.88034375633958,0.000653711828897968,0.00056787692649716,0.27338296882270824,0.02109253955790854,0.0004534016853221119,8.406871380364379e-05
BNIP3P40,7.87999686083148,,,,,,
AC037459.4,7.8755923295261505,0.0,0.00011204900276387542,,0.019650458452748296,0.0,0.0
RP11-20L24.1,7.8708887439087105,,,,,,
HSFX1,7.86671820778445,0.0,0.00011204900276387542,,0.019650458452748296,0.0,0.0
RP11-677M14.6,7.85672487368374,,,,,,
ZNF887P,7.85529579782024,,,,,,
GIPC3,7.854081261149711,0.00012838066259618266,0.00038719556661007907,0.2366565961732125,0.02031008188542433,4.035296092568299e-05,0.00013236350683977965
AC130709.1,7.83760181394961,,,,,,
GSG2,7.83121403149261,2.1458239346300785e-07,0.0002594939020481603,0.2772534214252006,0.02179417123168244,0.012791792540854266,0.00012976176714759707
KRT18P12,7.817208412898849,,,,,,
XX-FW81066F1.2,7.81608028494571,,,,,,
PSG5,7.80905296095604,0.0,0.00011204900276387542,,0.019650458452748296,0.0,0.0
TRIM6-TRIM34,7.80824898523721,0.0,0.00011204900276387542,,0.019650458452748296,0.0,0.0
CD248,7.80676143414904,0.0,0.00011204900276387542,,0.019650458452748296,0.0,0.0
EEF1A1P25,7.79847118367004,,,,,,
AP000350.6,7.79753289675245,,,,,,
